"","address","countyfips","county","charter","city","distcode","district","highest","lowest","phone","schoolcode","school","setting","state","type","fips","zip","content","proficiency"
"805","1751 SOUTH WASHINGTON STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204239360,3600,"GRANT BEACON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"Math",24.0333333333333
"806","5400 SOUTH JAY CIRCLE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204246880,3605,"GRANT RANCH ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80123,"ELA",36.1
"807","5400 SOUTH JAY CIRCLE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","Preschool",7204246880,3605,"GRANT RANCH ECE-8 SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80123,"Math",22.1666666666667
"808","4100 JERICHO ST",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246710,3641,"GREEN VALLEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",31.1
"809","4100 JERICHO ST",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246710,3641,"GREEN VALLEY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",20.0333333333333
"810","1150 LIPAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246800,3655,"GREENLEE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",18.2
"811","1150 LIPAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246800,3655,"GREENLEE ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",19.1
"812","3440 WEST YALE AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246560,3704,"GUST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",33.1666666666667
"813","3440 WEST YALE AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246560,3704,"GUST ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",31.3333333333333
"814","2950 JASMINE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246070,4782,"HALLETT FUNDAMENTAL ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80207,"ELA",15.7666666666667
"815","2950 JASMINE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246070,4782,"HALLETT FUNDAMENTAL ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80207,"Math",11.7666666666667
"816","8600 EAST DARTMOUTH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204239500,3746,"HAMILTON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80231,"ELA",44.2
"817","8600 EAST DARTMOUTH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204239500,3746,"HAMILTON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80231,"Math",30.5333333333333
"818","3005 SOUTH GOLDEN WAY",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","7th Grade",7204239560,8054,"HENRY WORLD SCHOOL GRADES 6-8","Denver Metro","CO","Public School Physical Address",8031,80227,"ELA",16.15
"819","3005 SOUTH GOLDEN WAY",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","7th Grade",7204239560,8054,"HENRY WORLD SCHOOL GRADES 6-8","Denver Metro","CO","Public School Physical Address",8031,80227,"Math",8.75
"820","11200 E 45TH AVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204242450,2757,"HIGH TECH EARLY COLLEGE","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",13.6
"821","11200 E 45TH AVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204242450,2757,"HIGH TECH EARLY COLLEGE","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",12
"822","8499 E Stoll Place",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204242100,3991,"HIGH TECH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"ELA",67.5
"823","8499 E Stoll Place",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204242100,3991,"HIGH TECH ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"Math",51.2
"824","19451 EAST MAXWELL PLACE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","3rd Grade","Preschool",7204855172,4049,"HIGHLINE ACADEMY NORTHEAST","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",38.9
"825","19451 EAST MAXWELL PLACE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","3rd Grade","Preschool",7204855172,4049,"HIGHLINE ACADEMY NORTHEAST","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",40.7
"826","2170 SOUTH DAHLIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","Kindergarten",3037597808,3987,"HIGHLINE ACADEMY SOUTHEAST","Denver Metro","CO","Public School Physical Address",8031,80222,"ELA",61.05
"827","2170 SOUTH DAHLIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","Kindergarten",3037597808,3987,"HIGHLINE ACADEMY SOUTHEAST","Denver Metro","CO","Public School Physical Address",8031,80222,"Math",45.4166666666667
"828","451 CLERMONT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204239680,3990,"HILL CAMPUS OF ARTS AND SCIENCES","Denver Metro","CO","Public School Physical Address",8031,80220,"ELA",50.6666666666667
"829","451 CLERMONT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204239680,3990,"HILL CAMPUS OF ARTS AND SCIENCES","Denver Metro","CO","Public School Physical Address",8031,80220,"Math",39.2666666666667
"830","3185 SOUTH WILLOW COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246350,4074,"HOLM ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80231,"ELA",30.0666666666667
"831","3185 SOUTH WILLOW COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246350,4074,"HOLM ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80231,"Math",35.9
"832","2401 EAST 37TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246420,3778,"INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON","Denver Metro","CO","Public School Physical Address",8031,80205,"ELA",27.45
"833","2401 EAST 37TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246420,3778,"INTERNATIONAL ACADEMY OF DENVER AT HARRINGTON","Denver Metro","CO","Public School Physical Address",8031,80205,"Math",15.8
"834","2701 N. Lima St.",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204239900,4213,"ISABELLA BIRD COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"ELA",65.7333333333333
"835","2701 N. Lima St.",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204239900,4213,"ISABELLA BIRD COMMUNITY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80238,"Math",43.6
"836","3333 SOUTH HAVANA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204239333,4383,"JOE SHOEMAKER SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80231,"ELA",21.9
"837","3333 SOUTH HAVANA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204239333,4383,"JOE SHOEMAKER SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80231,"Math",21.4
"838","2855 SOUTH LAMAR STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204234300,4444,"JOHN F KENNEDY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80227,"ELA",26.7
"839","2855 SOUTH LAMAR STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204234300,4444,"JOHN F KENNEDY HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80227,"Math",23.45
"840","1850 SOUTH IRVING STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246290,4450,"JOHNSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",24.9333333333333
"841","1850 SOUTH IRVING STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246290,4450,"JOHNSON ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",11.8333333333333
"842","4500 SOUTH QUITMAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246210,4498,"KAISER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80236,"ELA",29.1
"843","4500 SOUTH QUITMAN STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246210,4498,"KAISER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80236,"Math",24.9
"844","911 SOUTH HAZEL COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","6th Grade",7204240027,4513,"KEPNER BEACON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",27.3
"845","911 SOUTH HAZEL COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","6th Grade",7204240027,4513,"KEPNER BEACON MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",10.1
"846","911 SOUTH HAZEL COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","7th Grade",7204240000,4656,"KEPNER MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",16.4
"847","911 SOUTH HAZEL COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","7th Grade",7204240000,4656,"KEPNER MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",7.7
"848","451 SOUTH TEJON STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",3039225324,4730,"KIPP DENVER COLLEGIATE HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80223,"ELA",50
"849","451 SOUTH TEJON STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",3039225324,4730,"KIPP DENVER COLLEGIATE HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80223,"Math",26
"850","5290 KITTREDGE STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","5th Grade",3033071970,4507,"KIPP MONTBELLO COLLEGE PREP","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",29.425
"851","5290 KITTREDGE STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","5th Grade",3033071970,4507,"KIPP MONTBELLO COLLEGE PREP","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",13.6
"852","11200 EAST 45TH AVENUE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","10th Grade","9th Grade",7204522570,4509,"KIPP NORTHEAST DENVER LEADERSHIP ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",53.1
"853","11200 EAST 45TH AVENUE",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","10th Grade","9th Grade",7204522570,4509,"KIPP NORTHEAST DENVER LEADERSHIP ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",28.2
"854","375 S TEJON STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","5th Grade",3036235772,4732,"KIPP SUNSHINE PEAK ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80223,"ELA",39.975
"855","375 S TEJON STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","8th Grade","5th Grade",3036235772,4732,"KIPP SUNSHINE PEAK ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80223,"Math",19.1
"856","500 SOUTH UTICA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246130,4762,"KNAPP ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",22.3
"857","500 SOUTH UTICA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204246130,4762,"KNAPP ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",16.9333333333333
"858","2250 SOUTH QUITMAN WAY",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","Kindergarten",7204240200,4795,"KUNSMILLER CREATIVE ARTS ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80219,"ELA",31.5
"859","2250 SOUTH QUITMAN WAY",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","Kindergarten",7204240200,4795,"KUNSMILLER CREATIVE ARTS ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80219,"Math",15.8
"860","1820 LOWELL BLVD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204240260,5255,"LAKE INTERNATIONAL SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"ELA",13.8666666666667
"861","1820 LOWELL BLVD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204240260,5255,"LAKE INTERNATIONAL SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80204,"Math",7.25
"862","16000 MAXWELL PLACE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","1st Grade",7204249888,3340,"LENA ARCHULETA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",34.6333333333333
"863","16000 MAXWELL PLACE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","1st Grade",7204249888,3340,"LENA ARCHULETA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",36.5333333333333
"864","710 SOUTH PENNSYLVANIA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","Preschool",7204245990,5158,"LINCOLN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80209,"ELA",76.0333333333333
"865","710 SOUTH PENNSYLVANIA STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","Preschool",7204245990,5158,"LINCOLN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80209,"Math",54.4
"866","8001 EAST CEDAR AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245910,5342,"LOWRY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80230,"ELA",56.8666666666667
"867","8001 EAST CEDAR AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245910,5342,"LOWRY ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80230,"Math",48.6
"868","1700 EAST 28TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","12th Grade","9th Grade",7204236300,5448,"MANUAL HIGH SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80205,"ELA",18.8
"869","5130 DURHAM COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","1st Grade",7204246630,3647,"MARIE L. GREENWOOD ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",19.0833333333333
"870","5130 DURHAM COURT",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","1st Grade",7204246630,3647,"MARIE L. GREENWOOD ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",15.08
"871","19100 EAST 40TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245820,5578,"MARRAMA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"ELA",28.3
"872","19100 EAST 40TH AVENUE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245820,5578,"MARRAMA ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80249,"Math",25.15
"873","451 SOUTH TEJON STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204241310,5608,"MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80223,"ELA",15.4
"874","451 SOUTH TEJON STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",7204241310,5608,"MATHEMATICS AND SCIENCE LEADERSHIP ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80223,"Math",44.7
"875","14390 EAST BOLLING DRIVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245740,5644,"MAXWELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",19.2
"876","14390 EAST BOLLING DRIVE",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245740,5644,"MAXWELL ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",13.5666666666667
"877","1230 SOUTH GRANT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245600,5702,"MC KINLEY-THATCHER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"ELA",42.8
"878","1230 SOUTH GRANT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245600,5702,"MC KINLEY-THATCHER ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"Math",28.9666666666667
"879","1000 SOUTH HOLLY STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245520,5716,"MC MEEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80246,"ELA",38.7666666666667
"880","1000 SOUTH HOLLY STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245520,5716,"MC MEEN ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80246,"Math",28.3
"881","2540 Holly St",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204241540,5897,"MCAULIFFE INTERNATIONAL SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80207,"ELA",81.7
"882","2540 Holly St",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204241540,5897,"MCAULIFFE INTERNATIONAL SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80207,"Math",72.1666666666667
"883","2540 HOLLY STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","6th Grade",7204241540,5973,"MCAULIFFE MANUAL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80207,"ELA",47.3
"884","2540 HOLLY STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","6th Grade",7204241540,5973,"MCAULIFFE MANUAL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80207,"Math",42.9
"885","4500 CROWN BOULEVARD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","Preschool",7204245660,5685,"MCGLONE ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",15.35
"886","4500 CROWN BOULEVARD",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","6th Grade","Preschool",7204245660,5685,"MCGLONE ACADEMY","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",11.7
"887","1551 SOUTH MONROE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204240600,5826,"MERRILL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"ELA",44.8
"888","1551 SOUTH MONROE STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","8th Grade","6th Grade",7204240600,5826,"MERRILL MIDDLE SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80210,"Math",33.4333333333333
"889","4895 PEORIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",3037122001,5621,"MONARCH MONTESSORI","Denver Metro","CO","Public School Physical Address",8031,80239,"ELA",19.6666666666667
"890","4895 PEORIA STREET",31,"DENVER","Y","DENVER",880,"DENVER COUNTY 1","5th Grade","Kindergarten",3037122001,5621,"MONARCH MONTESSORI","Denver Metro","CO","Public School Physical Address",8031,80239,"Math",14.8
"891","1151 NEWPORT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245380,6002,"MONTCLAIR ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80220,"ELA",37.7666666666667
"892","1151 NEWPORT STREET",31,"DENVER","N","DENVER",880,"DENVER COUNTY 1","5th Grade","Preschool",7204245380,6002,"MONTCLAIR ELEMENTARY SCHOOL","Denver Metro","CO","Public School Physical Address",8031,80220,"Math",25.3333333333333
