address,countyfips,county,charter,city,distcode,district,highest,lowest,phone,schoolcode,name,setting,state,type,fips,zip
12550 WEST 52ND AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039821510,2288,DRAKE JUNIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80002
1855 SOUTH WRIGHT STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039829270,2300,DUNSTAN MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
7304 WEST ROXBURY PLACE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039824565,2322,DUTCH CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
5570 WEST 24TH AVENUE,59,JEFFERSON,N,EDGEWATER,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039826050,2496,EDGEWATER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80214
1385 INDEPENDENCE STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039826406,2550,EIBER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80215
13304 SOUTH U S HIGHWAY 285,59,JEFFERSON,N,PINE,1420,JEFFERSON COUNTY R-1,5th Grade,Kindergarten,3039822900,2616,ELK CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80470
80 SOUTH TELLER STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827407,8248,EMORY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
29300 BUFFALO ROAD,59,JEFFERSON,N,EVERGREEN,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039825140,2836,EVERGREEN HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80439
2059 HIWAN DRIVE,59,JEFFERSON,N,EVERGREEN,1420,JEFFERSON COUNTY R-1,8th Grade,6th Grade,3039825020,2832,EVERGREEN MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80439
3900 KIPLING STREET,59,JEFFERSON,N,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039821580,2820,EVERITT MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
11500 W. 84TH AVE,59,JEFFERSON,Y,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,Kindergarten,3034672295,2799,EXCEL ACADEMY CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
15975 WEST 50TH AVENUE,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039825422,2866,FAIRMOUNT ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80403
8449 SOUTH GARRISON STREET,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,8th Grade,6th Grade,3039829900,2963,FALCON BLUFFS MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
6250 INDEPENDENCE STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039821640,2946,FITZMORRIS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
13165 WEST OHIO AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039829324,3025,FOOTHILLS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
5300 SAULSBURY COURT,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039821680,3088,FOSTER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80002
581 CONFERENCE PLACE,59,JEFFERSON,Y,GOLDEN,1420,JEFFERSON COUNTY R-1,8th Grade,Preschool,3032319801,3201,FREE HORIZON MONTESSORI CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
6420 URBAN,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039821699,3216,FREMONT ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
11025 WEST GLENNON DRIVE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039828240,3450,GLENNON HEIGHTS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
701  24TH STREET,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039824200,3502,GOLDEN HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
601 CORPORATE CIRCLE,59,JEFFERSON,Y,GOLDEN,1420,JEFFERSON COUNTY R-1,11th Grade,Kindergarten,,3393,GOLDEN VIEW CLASSICAL ACADEMY,Denver Metro,CO,Public School Physical Address,8059,80401
5354 SOUTH FIELD STREET,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039824625,3536,GOVERNOR'S RANCH ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
8701 WEST WOODARD DRIVE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039828314,3622,GREEN GABLES ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80227
12250 WEST KENTUCKY DRIVE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039829380,3624,GREEN MOUNTAIN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
13175 W GREEN MOUNTAIN DRIVE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039829500,3628,GREEN MOUNTAIN HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
7300 WEST 76TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039820260,3726,HACKBERRY HILL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
12900 WEST UTAH AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039829561,4190,HUTCHINSON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
1829 DENVER WEST DRIVE BLDG #27,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,12th Grade,6th Grade,3039826770,4408,JEFFCO'S 21ST CENTURY VIRTUAL ACADEMY,Denver Metro,CO,Public School Physical Address,8059,80401
11251 REED WAY,14,BROOMFIELD,Y,BROOMFIELD,1420,JEFFERSON COUNTY R-1,12th Grade,Kindergarten,7208871992,4404,JEFFERSON ACADEMY,Denver Metro,CO,Public School Physical Address,8014,80020
9955 YARROW STREET,59,JEFFERSON,Y,BROOMFIELD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3034381011,4402,JEFFERSON ACADEMY ELEMENTARY,Denver Metro,CO,Public School Physical Address,8059,80021
11251 REED WAY,14,BROOMFIELD,Y,BROOMFIELD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,7208871992,4410,JEFFERSON ACADEMY HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8014,80020
7655 WEST 10TH AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827045,6539,JEFFERSON COUNTY OPEN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80215
7655 WEST 10TH AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,7th Grade,3039827045,6541,JEFFERSON COUNTY OPEN SECONDARY,Denver Metro,CO,Public School Physical Address,8059,80215
2305 PIERCE STREET,59,JEFFERSON,N,EDGEWATER,1420,JEFFERSON COUNTY R-1,12th Grade,7th Grade,3039826056,4422,JEFFERSON JUNIOR/SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80214
13950 WEST 20TH AVENUE,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,Preschool,Preschool,3039825928,8458,JOHN AND KAREN LITZ PRESCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
6509 WEST KEN CARYL AVENUE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039824710,4548,KEN CARYL MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
13658 WEST MARLOWE AVENUE,59,JEFFERSON,N,MORRISON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827990,4549,KENDALLVUE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80465
1350 SOUTH HOYT STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039828324,4550,KENDRICK LAKES ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80232
12225 WEST 38TH AVENUE,59,JEFFERSON,N,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039821780,4802,KULLERSTRAND ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
205 NORTH FLORA WAY,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039825760,4830,KYFFIN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
9700 WEST 8TH AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039827085,4942,LAKEWOOD HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80215
1401 SOUTH KENDALL STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039829720,5004,LASLEY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
5611 ZEPHYR STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039821825,5024,LAWRENCE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80002
6155 WEST LEAWOOD DRIVE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827860,5036,LEAWOOD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80123
7180 OAK STREET,59,JEFFERSON,Y,ARVADA,1420,JEFFERSON COUNTY R-1,8th Grade,Preschool,3034675363,5145,LINCOLN CHARTER ACADEMY,Denver Metro,CO,Public School Physical Address,8059,80004
8448 OTIS DRIVE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039820310,5222,LITTLE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
13301 WEST 2ND PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039828523,5623,LONGVIEW HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
9650 WEST 97TH AVENUE,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039820368,5350,LUKAS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80021
6705 WEST 22ND AVENUE,59,JEFFERSON,N,EDGEWATER,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039826182,5354,LUMBERG ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80214
9651 NORTH PIERCE ST,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039829802,5454,MANDALAY MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80021
13200 WEST 32ND PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039826340,5472,MANNING OPTIONS SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
3085 ALKIRE STREET,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039825808,5524,MAPLE GROVE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
26663 NORTH TURKEY CREEK ROAD,59,JEFFERSON,N,EVERGREEN,1420,JEFFERSON COUNTY R-1,5th Grade,Kindergarten,3039825188,5580,MARSHDALE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80439
13600 WEST 2ND PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,8th Grade,3039827462,34,MC LAIN COMMUNITY HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
13600 WEST 2ND PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,7th Grade,3039827460,33,MC LAIN HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
13405 W 83RD PL,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039825695,5758,MEIKLEJOHN ELEMENTARY,Denver Metro,CO,Public School Physical Address,8059,80005
200 KIPLING STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,Preschool,3039827200,5892,MILLER SPECIAL EDUCATION,Denver Metro,CO,Public School Physical Address,8059,80226
200 RUBEY DRIVE,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,5th Grade,Kindergarten,3039825874,5944,MITCHELL ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80403
6000 WEST 9TH AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039826207,5972,MOLHOLM ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80214
9904 WEST CAPRI AVENUE,59,JEFFERSON,Y,LITTLETON,1420,JEFFERSON COUNTY R-1,8th Grade,Preschool,3039722627,5994,MONTESSORI PEAKS CHARTER ACADEMY,Denver Metro,CO,Public School Physical Address,8059,80123
8455 WEST 88TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039820400,6090,MOORE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
8006 SOUTH IRIS,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039820022,6133,MORTENSEN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
12776 WEST CROSS AVENUE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827900,6135,MOUNT CARBON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
4725 MILLER STREET,59,JEFFERSON,Y,WHEATRIDGE,1420,JEFFERSON COUNTY R-1,8th Grade,Preschool,3037289100,6139,MOUNTAIN PHOENIX COMMUNITY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
5806 W ALAMEDA AVE,59,JEFFERSON,Y,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3038943171,6237,NEW AMERICA SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
10801 WEST 44TH AVENUE,59,JEFFERSON,N,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,Preschool,Preschool,3039821740,3250,NORMA ANDERSON PRESCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
6750 SOUTH KENDALL BOULEVARD,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039824766,6286,NORMANDY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
7285 PIERCE STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039820528,6330,NORTH ARVADA MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
7300 QUAIL STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039822020,6470,OBERON JUNIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
4460 S PARMALEE GULCH,59,JEFFERSON,N,INDIAN HILLS,1420,JEFFERSON COUNTY R-1,5th Grade,Kindergarten,3039828014,6804,PARMALEE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80454
5800 WEST 84TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039829890,6806,PARR ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
1263 SOUTH DUDLEY STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039828470,6808,PATTERSON INTERNATIONAL SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80232
6495 CARR STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039820590,6828,PECK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
4997 SOUTH MILLER WAY,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039824800,6844,PEIFFER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
4645 INDEPENDENCE STREET,59,JEFFERSON,N,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039822083,6848,PENNINGTON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
15920 WEST 10TH AVENUE,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039825921,7078,PLEASANT VIEW ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
8101 WEST POMONA DRIVE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039820710,7114,POMONA HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
12109 WEST COAL MINE AVENUE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039820074,7128,POWDERHORN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
3400 PIERSON STREET,59,JEFFERSON,N,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039827535,7190,PROSPECT VALLEY ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
25856 COLUMBINE GLEN,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039824386,7238,RALSTON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
13355 WEST 80TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039825600,7239,RALSTON VALLEY SENIOR HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
17199 HIGHWAY 74,59,JEFFERSON,N,MORRISON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039828063,7282,RED ROCKS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80465
2959 ROYALE ELK WAY,59,JEFFERSON,Y,EVERGREEN,1420,JEFFERSON COUNTY R-1,8th Grade,Preschool,3036701070,7462,ROCKY MOUNTAIN ACADEMY OF EVERGREEN,Denver Metro,CO,Public School Physical Address,8059,80439
1921 YOUNGFIELD STREET,59,JEFFERSON,Y,GOLDEN,1420,JEFFERSON COUNTY R-1,12th Grade,Preschool,3039845749,5415,ROCKY MOUNTAIN DEAF SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
2200 SOUTH COORS STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039829620,7483,ROONEY RANCH ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80228
5851 WEST 115TH AVENUE,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039823105,7529,RYAN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80020
6875 WEST 64TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039820760,7708,SECREST ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
7575 WEST 96TH AVENUE,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039826460,7753,SEMPER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80021
7961 S SANGRE DE CRISTO ROAD,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,5th Grade,Preschool,3039823901,7780,SHAFFER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
420 CRAWFORD STREET,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039825686,7833,SHELTON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
10951 NORTH HARLAN STREET,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039823182,4478,SHERIDAN GREEN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80020
7751 OAK STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039820821,7870,SIERRA ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
8605 WEST 23RD AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827575,7962,SLATER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80215
2001 HOYT STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,Kindergarten,3039825995,8036,SOBESKY ACADEMY,Denver Metro,CO,Public School Physical Address,8059,80215
8425 WEST 1ST AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039827325,8102,SOUTH LAKEWOOD ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80226
9300 WEST 104TH AVENUE,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039823311,8209,STANDLEY LAKE HIGH SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80021
4001 REED STREET,59,JEFFERSON,N,WHEAT RIDGE,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039822198,8223,STEVENS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80033
2300 URBAN STREET,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039827610,8276,STOBER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80215
7203 SOUTH EVERETT,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039824120,8280,STONY CREEK ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80128
6600 YANK WAY,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039822638,8300,STOTT ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
11809 WEST COAL MINE ROAD,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039829013,8381,SUMMIT RIDGE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
6055 WEST 68TH AVENUE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039820891,8432,SWANSON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
7750 HARLAN STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039829933,8834,THOMSON ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
6980 PIERCE STREET,59,JEFFERSON,Y,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,Preschool,3034233377,8793,TWO ROADS CHARTER SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80003
11050 WEST MEADOWS DRIVE,59,JEFFERSON,N,LITTLETON,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039824044,9008,UTE MEADOWS ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80127
7535 ALKIRE STREET,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039821080,9052,VAN ARSDALE ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
5875 ROUTT COURT,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039822744,9058,VANDERHOOF ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80004
10500 WEST 25TH AVENUE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827670,9154,VIVIAN ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80215
7840 CARR DRIVE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039820950,9232,WARDER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
13300 WEST 2ND PLACE,59,JEFFERSON,N,LAKEWOOD,1420,JEFFERSON COUNTY R-1,12th Grade,9th Grade,3039828600,9234,WARREN TECH CENTRAL,Denver Metro,CO,Public School Physical Address,8059,80228
11325 ALLENDALE DRIVE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,12th Grade,10th Grade,3039829360,9245,WARREN TECH NORTH,Denver Metro,CO,Public School Physical Address,8059,80004
10200 W 100TH AVENUE,59,JEFFERSON,N,WESTMINSTER,1420,JEFFERSON COUNTY R-1,8th Grade,7th Grade,3039829070,9299,WAYNE CARLE MIDDLE SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80021
8725 WEST 81ST PLACE,59,JEFFERSON,N,ARVADA,1420,JEFFERSON COUNTY R-1,6th Grade,Kindergarten,3039821012,9328,WEBER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80005
13000 WEST 10TH AVENUE,59,JEFFERSON,N,GOLDEN,1420,JEFFERSON COUNTY R-1,6th Grade,Preschool,3039827342,9342,WELCHESTER ELEMENTARY SCHOOL,Denver Metro,CO,Public School Physical Address,8059,80401
